time,p0y,p0z,p1y,p1z,p2y,p2z,p3y,p3z,p4y,p4z,p5y,p5z,p6y,p6z,p7y,p7z
0.0,-0.0440349544304323,27.213474216814426,-17.856225987384054,19.79820121463352,-24.684306345623586,1.765421588064339,-17.88542768384281,-15.663894203214603,-0.07293055464418638,-23.415303649084354,17.49624986871125,-15.783102915120079,25.34750445648089,1.9571551123519824,17.45593797183482,19.794839553028027
0.0001,-0.23618134476824043,26.75114268878591,-18.026860687288472,19.57178088263184,-25.087940641291084,1.6961345776069652,-17.449646663928853,-15.7344922364189,0.18418057431789725,-22.73796995729006,17.408845880990928,-14.99969269245201,25.238292951491086,2.340647631336507,17.959460746736063,20.51170615948066
0.0002,-0.10406612704226871,27.122469932936724,-18.073521889746704,19.538955828682532,-24.906182054168514,1.6455265591110808,-17.750817620111857,-16.256480926605683,0.058518336072745356,-22.42352497443143,18.099024915686066,-15.404984905674473,25.390813071838938,2.7194438192725237,17.293388878235262,20.25546060384937
0.00030000000000000003,-1.0339722220036764,27.588736607496404,-18.489715931553498,19.443493496941443,-24.383462895101626,1.332044939897716,-17.314343682362388,-16.568192429067157,0.8941283272004764,-22.789712837756724,17.871664092179522,-14.585127023213735,25.45765366872656,2.6205322577901815,17.15238497640225,20.54522625008509
0.0004,-1.2568540164235218,26.523882283451407,-18.29619191840179,19.291352365382323,-25.429453953342673,1.2751270842111262,-17.282366982508428,-16.174711971649955,1.0561946772534436,-23.17017742747653,18.26256104792628,-14.891902341287869,24.628494911167984,3.461306463605034,17.142124253769662,20.76807190119826
0.0005,-1.0696890049234453,27.005485527220117,-18.671189497659757,18.511128199260817,-24.973199707871604,0.5630474024923635,-17.223724434393503,-16.46960732929756,1.590020955180394,-22.953856640109898,18.886809957741686,-14.36829053415653,25.272189590871974,3.3805144736421693,16.789314668061284,20.670203621597672
0.0006000000000000001,-1.7004407706182785,26.311502824398005,-19.114830002825105,18.92557803223896,-25.03018453715084,0.21627704894171607,-16.679911145790083,-17.203946706162196,1.3675785254960289,-23.3552613074634,18.762612895996938,-14.678195594840785,24.720201200715827,4.095183404260579,16.524452113554812,20.20921660493307
0.0007,-1.6082513470856568,27.31004156208728,-18.714534216127422,18.537769658221276,-25.09490480705678,-0.2471102514938559,-17.17564909726847,-17.000596679779182,1.2476222372008343,-22.764112675726867,18.57353188598183,-14.240177438390983,25.252554843154247,3.8929210429881307,15.642052855809322,20.38572615048204
0.0008,-2.166968858326479,26.81822488457621,-19.60424751952405,17.97326660734283,-24.867375973834,-0.20911595443908682,-16.921022118711157,-16.840652719372283,1.6754024891532202,-22.88485656681346,18.68053308443778,-13.769542501798316,25.548840780594357,3.7914564026457356,15.968563644517104,21.210234916037145
0.0009000000000000001,-2.5870363802749865,26.58587547145403,-19.33998283246031,17.337368660930238,-24.83849690640212,-0.4007394434552396,-15.859692664225994,-17.22360376525903,1.7545991876301898,-23.16939407513529,19.367393439892396,-13.461203795571032,24.379744857159096,3.616348473008749,14.840490141929886,20.71458907332366
