time,p0y,p0z,p1y,p1z,p2y,p2z,p3y,p3z,p4y,p4z,p5y,p5z,p6y,p6z,p7y,p7z
0.0,1.592040838891559e-15,24.0,-17.677669529663685,16.67766952966369,-25.0,-0.9999999999999969,-17.677669529663692,-18.677669529663685,-4.531193156845207e-15,-26.0,17.677669529663685,-18.677669529663692,25.0,-1.0000000000000062,17.677669529663692,16.677669529663685
0.0001,-0.24999583335416525,23.998750010416632,-17.853559402585983,16.50001190451977,-24.998750010416632,-1.2499958333541583,-17.50001190451977,-18.853559402585983,0.24999583335415673,-25.998750010416632,17.85355940258598,-18.50001190451977,24.998750010416632,-0.7500041666458448,17.50001190451977,16.85355940258598
0.0002,-0.4999666673333258,23.99500016666444,-18.027663934445947,16.32060429276868,-24.99500016666444,-1.4999666673333243,-17.32060429276868,-19.027663934445943,0.49996666733331174,-25.99500016666444,18.027663934445936,-18.32060429276869,24.99500016666444,-0.5000333326666899,17.320604292768692,17.027663934445936
0.00030000000000000003,-0.7498875050623905,23.988750843724688,-18.199965714935466,16.139464635022115,-24.988750843724688,-1.7498875050623837,-17.139464635022115,-19.199965714935463,0.7498875050623933,-25.988750843724688,18.199965714935466,-18.139464635022108,24.988750843724688,-0.25011249493760845,17.139464635022108,17.199965714935466
0.0004,-0.9997333546658531,23.98000266652445,-18.37044751402008,15.956611045094874,-24.98000266652445,-1.9997333546658518,-16.956611045094874,-19.37044751402008,0.9997333546658502,-25.98000266652445,18.370447514020075,-17.956611045094878,24.98000266652445,-0.0002666453341513275,16.956611045094878,17.370447514020075
0.0005,-1.249479231766958,23.968756509874165,-18.53909228366194,15.772061808193605,-24.968756509874165,-2.249479231766951,-16.772061808193605,-19.539092283661937,1.2494792317669494,-25.968756509874165,18.539092283661937,-17.772061808193605,24.968756509874165,0.24947923176694786,16.772061808193605,17.539092283661933
0.0006000000000000001,-1.4991001619861153,23.955013498380108,-18.70588315952463,15.58583537908817,-24.955013498380108,-2.4991001619861137,-16.58583537908817,-19.70588315952463,1.499100161986101,-25.955013498380104,18.705883159524628,-17.58583537908818,24.955013498380104,0.4991001619860995,16.58583537908818,17.705883159524625
0.0007,-1.74857118343832,23.938775006331994,-18.87080346265955,15.397950380266316,-24.93877500633199,-2.7485711834383126,-16.397950380266316,-19.87080346265955,1.7485711834383222,-25.938775006331994,18.870803462659556,-17.397950380266305,24.938775006331994,0.7485711834383209,16.397950380266312,17.870803462659556
0.0008,-1.997867349229317,23.92004265756548,-19.03383670117383,15.208425600071347,-24.92004265756548,-2.997867349229316,-16.20842560007135,-20.033836701173833,1.997867349229314,-25.92004265756548,19.033836701173833,-17.20842560007135,24.92004265756548,0.9978673492293126,16.208425600071354,18.03383670117383
0.0009000000000000001,-2.2469637299502776,23.89881832529986,-19.194966571879462,15.01727999082335,-24.898818325299857,-3.24696372995027,-16.01727999082335,-20.194966571879462,2.2469637299502683,-25.898818325299857,19.194966571879462,-17.01727999082335,24.898818325299857,1.246963729950267,16.017279990823354,18.194966571879462
0.001,-2.4958354161707046,23.875104131950646,-19.35417696192366,14.824532666923957,-24.87510413195065,-3.4958354161707033,-15.824532666923968,-20.35417696192366,2.495835416170691,-25.87510413195065,19.35417696192366,-16.824532666923968,24.87510413195065,1.4958354161706895,15.824532666923968,18.35417696192366
0.0011,-2.7444575209293705,23.84890244891742,-19.51145195040009,14.630202902944944,-24.848902448917425,-3.744457520929364,-15.630202902944935,-20.5114519504001,2.744457520929373,-25.84890244891742,19.5114519504001,-16.630202902944937,24.84890244891742,1.7444575209293718,15.630202902944939,18.5114519504001
0.0012000000000000001,-2.992805182222985,23.82021589634666,-19.666775809940976,14.434310131700755,-24.82021589634666,-3.9928051822229835,-15.434310131700755,-20.666775809940976,2.9928051822229818,-25.82021589634666,19.666775809940976,-16.434310131700755,24.82021589634666,1.9928051822229804,15.434310131700759,18.666775809940972
0.0013000000000000002,-3.240853565492367,23.7890473428697,-19.820133008289787,14.236873942305277,-24.7890473428697,-4.240853565492365,-15.23687394230528,-20.820133008289787,3.2408535654923645,-25.7890473428697,19.820133008289783,-16.23687394230528,24.7890473428697,2.2408535654923623,15.236873942305284,18.820133008289783
0.0014,-3.4885778661059086,23.75539990531593,-19.9715082098545,14.037914078212923,-24.755399905315933,-4.4885778661059135,-15.037914078212932,-20.97150820985449,3.4885778661059006,-25.75539990531593,19.971508209854488,-16.037914078212935,24.755399905315933,2.488577866105899,15.037914078212935,18.971508209854488
0.0015,-3.7359533118399764,23.719276948401063,-20.120886277241084,13.83745043524431,-24.719276948401063,-4.735953311839975,-14.837450435244305,-21.12088627724109,3.735953311839984,-25.71927694840106,20.12088627724109,-15.837450435244305,24.71927694840106,2.7359533118399826,14.837450435244305,19.12088627724109
0.0016,-3.982955165356145,23.68068208439068,-20.26825227276731,13.635503059596665,-24.68068208439068,-4.982955165356149,-14.635503059596665,-21.268252272767306,3.9829551653561475,-25.68068208439068,20.268252272767306,-15.635503059596665,24.68068208439068,2.982955165356146,14.635503059596669,19.268252272767306
0.0017000000000000001,-4.229558726674897,23.63961917273902,-20.413591459956386,13.432092145839274,-24.63961917273902,-5.229558726674895,-14.432092145839276,-21.413591459956383,4.229558726674893,-25.639619172739017,20.413591459956383,-15.432092145839276,24.639619172739017,3.2295587266748917,14.432092145839276,19.413591459956383
0.0018000000000000002,-4.475739335645602,23.596092319703036,-20.556889305010756,13.227238034893995,-24.59609231970304,-5.475739335645606,-14.227238034894008,-21.556889305010753,4.475739335645593,-25.59609231970304,20.556889305010753,-15.227238034894011,24.596092319703043,3.4757393356455912,14.227238034894011,19.556889305010753
0.0019,-4.721472374412513,23.550105877931756,-20.698131478265307,13.020961212001229,-24.550105877931756,-5.721472374412511,-14.020961212001223,-21.69813147826531,4.72147237441252,-25.550105877931756,20.69813147826531,-15.020961212001223,24.550105877931756,3.721472374412519,14.020961212001223,19.69813147826531
0.002,-4.966733269876528,23.50166444603104,-20.837303855620412,12.813282304671354,-24.50166444603104,-5.966733269876531,-13.813282304671354,-21.837303855620412,4.9667332698765305,-25.50166444603104,20.837303855620412,-14.813282304671354,24.50166444603104,3.9667332698765287,13.813282304671354,19.83730385562041
0.0021000000000000003,-5.211497496152487,23.450772868103705,-20.974392519954318,12.60422208062204,-24.450772868103705,-6.211497496152486,-13.604222080622048,-21.974392519954314,5.211497496152484,-25.450772868103705,20.974392519954314,-14.604222080622048,24.450772868103705,4.211497496152482,13.604222080622048,19.974392519954314
0.0022,-5.455740577021732,23.39743623326514,-21.10938376251483,12.393801445701483,-24.39743623326514,-6.455740577021736,-13.393801445701492,-22.109383762514828,5.455740577021722,-25.39743623326514,21.109383762514828,-14.393801445701492,24.39743623326514,4.4557405770217215,13.393801445701495,20.109383762514824
0.0023,-5.699438088379709,23.341659875134365,-21.242264084290188,12.182041441797816,-24.341659875134365,-6.699438088379708,-13.182041441797828,-22.242264084290184,5.699438088379717,-25.341659875134365,21.24226408429018,-14.182041441797825,24.341659875134365,4.699438088379716,13.182041441797825,20.24226408429018
0.0024000000000000002,-5.942565660678363,23.28344937130074,-21.373020197358947,11.968963244734972,-24.28344937130074,-6.942565660678367,-12.968963244734972,-22.373020197358947,5.9425656606783654,-25.28344937130074,21.373020197358944,-13.968963244734972,24.28344937130074,4.942565660678364,12.968963244734972,20.373020197358944
0.0025,-6.185098981363072,23.222810542766123,-21.50163902621875,11.75458816215508,-24.222810542766123,-7.18509898136307,-12.754588162155082,-22.501639026218747,6.185098981363069,-25.222810542766123,21.501639026218747,-13.754588162155082,24.22281054276612,5.185098981363067,12.75458816215509,20.501639026218747
0.0026000000000000003,-6.427013797303876,23.159749453362835,-21.628107709093918,11.538937631387777,-24.15974945336284,-7.427013797303869,-12.538937631387777,-22.628107709093918,6.427013797303867,-25.15974945336284,21.62810770909391,-13.538937631387778,24.15974945336284,5.427013797303865,12.538937631387778,20.62810770909391
0.0027,-6.668285917220777,23.094272409147262,-21.752413599221534,11.322033217306398,-24.094272409147262,-7.668285917220775,-12.322033217306387,-22.75241359922153,6.668285917220763,-25.094272409147266,21.75241359922153,-13.322033217306391,24.094272409147266,5.6682859172207625,12.322033217306391,20.75241359922153
0.0028,-6.9088912141028445,23.02638595776927,-21.874544266116175,11.10389661017162,-24.026385957769275,-7.908891214102837,-12.10389661017161,-22.87454426611618,6.908891214102848,-25.02638595776927,21.874544266116175,-13.103896610171612,24.026385957769268,5.9088912141028445,12.103896610171615,20.874544266116175
0.0029000000000000002,-7.148805627620886,22.956096887817427,-21.994487496812933,10.88454962346237,-23.956096887817427,-8.148805627620884,-11.88454962346237,-22.994487496812933,7.148805627620883,-24.956096887817427,21.99448749681293,-12.884549623462371,23.95609688781743,6.148805627620881,11.884549623462375,20.99448749681293
0.003,-7.388005166533489,22.883412228140145,-22.112231297088684,10.664014191694534,-23.88341222814015,-8.38800516653348,-11.664014191694537,-23.11223129708868,7.388005166533479,-24.88341222814015,22.112231297088684,-12.664014191694541,23.88341222814015,6.388005166533478,11.664014191694541,21.112231297088677
0.0031000000000000003,-7.626465911086086,22.80833924714284,-22.227763892661535,10.442312368227505,-23.80833924714284,-8.626465911086086,-11.442312368227519,-23.227763892661528,7.626465911086093,-24.808339247142833,22.227763892661528,-12.442312368227519,23.808339247142836,6.626465911086092,11.44231236822752,21.22776389266152
0.0032,-7.864164015402945,22.73088545206102,-22.341073730368183,10.219466323058892,-23.730885452061024,-8.864164015402938,-11.219466323058885,-23.341073730368183,7.864164015402947,-24.73088545206102,22.341073730368183,-12.219466323058885,23.73088545206102,6.864164015402946,11.219466323058885,21.341073730368183
0.0033,-8.10107570987171,22.651058588209676,-22.452149479319303,9.995498340607483,-23.651058588209676,-9.101075709871708,-10.995498340607487,-23.452149479319303,8.101075709871708,-24.651058588209676,22.452149479319303,-11.995498340607487,23.651058588209676,7.101075709871706,10.995498340607488,21.452149479319296
0.0034000000000000002,-8.337177303520361,22.56886663820866,-22.560980032032546,9.770430817484915,-23.568866638208664,-9.337177303520354,-10.770430817484915,-23.560980032032546,8.337177303520354,-24.568866638208664,22.560980032032546,-11.770430817484918,23.568866638208664,7.3371773035203525,10.770430817484918,21.560980032032546
0.0035,-8.572445186386283,22.484317821184472,-22.667554505543347,9.544286260255905,-23.484317821184472,-9.572445186386283,-10.54428626025592,-23.667554505543347,8.572445186386272,-24.48431782118448,22.667554505543343,-11.54428626025592,23.484317821184483,7.572445186386272,10.544286260255923,21.66755450554334
0.0036000000000000003,-8.806855831877252,22.39742059194837,-22.771862242493153,9.317087283187767,-23.39742059194837,-9.806855831877243,-10.31708728318776,-23.771862242493157,8.806855831877254,-24.39742059194837,22.771862242493153,-11.317087283187758,23.39742059194837,7.806855831877254,10.317087283187762,21.771862242493157
0.0037,-9.040385799124051,22.30818364015086,-22.873892812195205,9.088856605988841,-23.30818364015086,-10.04038579912405,-10.088856605988843,-23.8738928121952,9.040385799124047,-24.30818364015086,22.8738928121952,-11.088856605988843,23.30818364015086,8.040385799124047,10.088856605988846,21.8738928121952
0.0038,-9.273011735324564,22.216615889412758,-22.97363601167754,8.859617051536677,-23.21661588941276,-10.273011735324562,-9.85961705153668,-23.97363601167754,9.273011735324562,-24.21661588941276,22.973636011677538,-10.85961705153668,23.21661588941276,8.27301173532456,9.85961705153668,21.973636011677538
0.0039000000000000003,-9.50471037807904,22.122726496432826,-23.071081866703352,8.629391543595666,-23.122726496432826,-10.504710378079038,-9.629391543595679,-24.071081866703345,9.504710378079025,-24.12272649643283,23.071081866703345,-10.629391543595679,23.122726496432836,8.504710378079025,9.629391543595679,22.071081866703345
0.004,-9.735458557716257,22.026524850072132,-23.166220632768322,8.398203104524784,-23.026524850072136,-10.735458557716257,-9.398203104524775,-24.16622063276833,9.735458557716266,-24.02652485007213,23.16622063276833,-10.398203104524775,23.02652485007213,8.735458557716264,9.398203104524779,22.166220632768326
0.0041,-9.965233199610571,21.928020570415125,-23.259042796075143,8.166074852975235,-22.928020570415125,-10.965233199610571,-9.166074852975235,-24.259042796075143,9.96523319961057,-23.928020570415125,23.259042796075143,-10.166074852975235,22.92802057041513,8.965233199610568,9.166074852975235,22.259042796075143
0.004200000000000001,-10.19401132648925,21.827223507807712,-23.349539074484824,7.9330300015787785,-22.827223507807712,-11.194011326489248,-8.933030001578782,-24.349539074484824,10.194011326489248,-23.827223507807712,23.349539074484824,-9.933030001578786,22.827223507807712,9.194011326489246,8.933030001578787,22.349539074484817
0.0043,-10.42177006073027,21.724143741872123,-23.437700418444933,7.69909185462631,-22.724143741872123,-11.42177006073027,-8.699091854626326,-24.437700418444926,10.421770060730259,-23.724143741872126,23.437700418444926,-9.699091854626328,22.72414374187213,9.421770060730255,8.699091854626328,22.437700418444926
0.0044,-10.648486626649987,21.618791580499085,-23.523518011894566,7.464283805737619,-22.618791580499085,-11.648486626649985,-8.464283805737615,-24.523518011894566,10.648486626649994,-23.618791580499085,23.523518011894566,-9.464283805737615,22.618791580499085,9.648486626649992,8.464283805737619,22.523518011894566
0.0045000000000000005,-10.874138352780758,21.511177558816925,-23.606983273145865,7.228629335521893,-22.511177558816925,-11.874138352780756,-8.228629335521894,-24.606983273145865,10.874138352780754,-23.511177558816925,23.606983273145865,-9.228629335521894,22.51117755881693,9.87413835278075,8.228629335521894,22.606983273145865
0.0046,-11.098702674137996,21.401312438138135,-23.68808785574227,6.992152009229783,-22.401312438138135,-12.098702674137996,-7.992152009229787,-24.688087855742275,11.098702674137995,-23.401312438138135,23.688087855742275,-8.992152009229788,22.40131243813814,10.098702674137993,7.992152009229787,22.688087855742275
0.0047,-11.32215713447671,21.289207204883223,-23.766823649293116,6.754875474396849,-22.289207204883223,-12.322157134476708,-7.75487547439686,-24.76682364929311,11.322157134476699,-23.289207204883233,23.76682364929311,-8.754875474396863,22.28920720488323,10.322157134476695,7.754875474396863,22.76682364929311
0.0048000000000000004,-11.54447938853707,21.1748730694821,-23.843182780284636,6.516823458478855,-22.1748730694821,-12.544479388537068,-7.5168234584788465,-24.84318278028464,11.544479388537079,-23.174873069482096,23.84318278028464,-8.516823458478846,22.174873069482096,10.544479388537077,7.51682345847885,22.843182780284643
0.0049,-11.765647204278954,21.058321465253037,-23.917157612867395,6.2780197664790105,-22.058321465253037,-12.765647204278954,-7.2780197664790105,-24.917157612867395,11.765647204278952,-23.058321465253037,23.917157612867392,-8.278019766479016,22.058321465253037,10.76564720427895,7.278019766479012,22.917157612867392
0.005,-11.985638465105076,20.939564047259317,-23.988740749619765,6.03848827856752,-21.939564047259317,-12.985638465105074,-7.03848827856752,-24.988740749619765,11.985638465105072,-22.939564047259317,23.98874074961976,-8.038488278567524,21.93956404725932,10.985638465105069,7.038488278567524,22.988740749619758
0.0051,-12.204431172072681,20.818612691143784,-24.057925032287713,5.798252947693559,-21.818612691143784,-13.204431172072681,-6.798252947693561,-25.057925032287713,12.20443117207268,-22.818612691143784,24.057925032287713,-7.798252947693561,21.818612691143784,11.204431172072677,6.7982529476935625,23.05792503228771
0.005200000000000001,-12.422003446093417,20.695479491941246,-24.124703542500647,5.55733779719001,-21.695479491941246,-13.422003446093415,-6.5573377971900015,-25.12470354250065,12.422003446093402,-22.695479491941253,24.124703542500647,-7.557337797190003,21.695479491941253,11.422003446093402,6.557337797190003,23.124703542500647
0.0053,-12.638333530121178,20.570176762869018,-24.189069602463178,5.315766918371175,-21.570176762869018,-13.638333530121178,-6.315766918371175,-25.189069602463178,12.638333530121177,-22.570176762869018,24.189069602463178,-7.315766918371176,21.57017676286902,11.638333530121173,6.31576691837118,23.189069602463178
